Timestamp,precipitation_mm_per_hr
2024-01-01 00:00:00,1.659992630388128
2024-01-01 01:00:00,2.7018507634564983
2024-01-01 02:00:00,1.942727746687878
2024-01-01 03:00:00,3.4161578979163787
2024-01-01 04:00:00,4.81899183714689
2024-01-01 05:00:00,4.300666892869503
2024-01-01 06:00:00,4.192671633469786
2024-01-01 07:00:00,4.1469098682966266
2024-01-01 08:00:00,3.8991227196781986
2024-01-01 09:00:00,2.0186172398533047
2024-01-01 10:00:00,0.9864128825168043
2024-01-01 11:00:00,2.8544177541223035
2024-01-01 12:00:00,2.87149554473289
2024-01-01 13:00:00,1.4682300718132166
2024-01-01 14:00:00,2.0924872161432466
2024-01-01 15:00:00,2.2678017526818395
2024-01-01 16:00:00,2.9594542155461077
2024-01-01 17:00:00,3.4383388011723772
2024-01-01 18:00:00,3.90621927820107
2024-01-01 19:00:00,4.174144283941581
2024-01-01 20:00:00,4.159025561816678
2024-01-01 21:00:00,2.7796728614111226
2024-01-01 22:00:00,3.8241458654092035
2024-01-01 23:00:00,2.5135204099867225
2024-01-02 00:00:00,3.270135457029183
2024-01-02 01:00:00,2.774017502085845
2024-01-02 02:00:00,1.9952950904689077
2024-01-02 03:00:00,3.8820615175852575
2024-01-02 04:00:00,5.592347905528474
2024-01-02 05:00:00,5.952581792989547
2024-01-02 06:00:00,5.2019547261335015
2024-01-02 07:00:00,6.0394925341047
2024-01-02 08:00:00,5.715253487155538
2024-01-02 09:00:00,6.5382140017116726
2024-01-02 10:00:00,6.919805926292647
2024-01-02 11:00:00,7.145849493536487
2024-01-02 12:00:00,5.941008392376045
2024-01-02 13:00:00,7.272328370294733
2024-01-02 14:00:00,8.091162035729242
2024-01-02 15:00:00,7.071275142278568
2024-01-02 16:00:00,8.508456096399549
2024-01-02 17:00:00,9.691414351156071
2024-01-02 18:00:00,10.611247751167383
2024-01-02 19:00:00,9.943023469256568
2024-01-02 20:00:00,8.686570850195684
2024-01-02 21:00:00,9.515435273728517
2024-01-02 22:00:00,7.887989726814613
2024-01-02 23:00:00,6.703240800501069
2024-01-03 00:00:00,7.498139842008245
2024-01-03 01:00:00,9.357980892040667
2024-01-03 02:00:00,9.00419200087305
2024-01-03 03:00:00,10.517900894273934
2024-01-03 04:00:00,11.46630537789576
2024-01-03 05:00:00,11.407145570371561
2024-01-03 06:00:00,13.563453019962957
2024-01-03 07:00:00,12.897094886594124
2024-01-03 08:00:00,13.28710498635848
2024-01-03 09:00:00,11.830707749935616
2024-01-03 10:00:00,12.028098543315764
2024-01-03 11:00:00,9.804929075009795
2024-01-03 12:00:00,13.3679120937322
2024-01-03 13:00:00,11.986047000811103
2024-01-03 14:00:00,11.318183957169566
2024-01-03 15:00:00,12.352296851987152
2024-01-03 16:00:00,12.56687942198244
2024-01-03 17:00:00,7.093469878290316
2024-01-03 18:00:00,9.564401418160761
2024-01-03 19:00:00,9.785370756328584
2024-01-03 20:00:00,8.481575857983612
2024-01-03 21:00:00,9.732200147831032
2024-01-03 22:00:00,9.193886826358687
2024-01-03 23:00:00,9.107218530080106
2024-01-04 00:00:00,8.224383020871352
2024-01-04 01:00:00,6.210401840800792
2024-01-04 02:00:00,8.832836840931728
2024-01-04 03:00:00,8.997423004353642
2024-01-04 04:00:00,8.323352188924357
2024-01-04 05:00:00,6.1877412476519735
2024-01-04 06:00:00,7.7723554211386885
2024-01-04 07:00:00,7.043502672091153
2024-01-04 08:00:00,4.3374752194801545
2024-01-04 09:00:00,5.502450790393673
2024-01-04 10:00:00,3.966308084000918
2024-01-04 11:00:00,4.780008013894797
2024-01-04 12:00:00,5.87258376195408
2024-01-04 13:00:00,5.452768394107804
2024-01-04 14:00:00,4.674496361145035
2024-01-04 15:00:00,4.435900429036741
2024-01-04 16:00:00,3.593205152100904
2024-01-04 17:00:00,4.435171709095761
2024-01-04 18:00:00,5.938728066359965
2024-01-04 19:00:00,5.878854079173974
2024-01-04 20:00:00,4.496439866297692
2024-01-04 21:00:00,3.281411621769817
2024-01-04 22:00:00,2.618017942970312
2024-01-04 23:00:00,3.180508105058138
2024-01-05 00:00:00,2.886749878097595
2024-01-05 01:00:00,2.5977086873469015
2024-01-05 02:00:00,2.769355976231335
2024-01-05 03:00:00,2.973307045785983
2024-01-05 04:00:00,2.792185099230066
2024-01-05 05:00:00,1.5229690393097994
2024-01-05 06:00:00,1.2766693144458767
2024-01-05 07:00:00,2.076875958992589
2024-01-05 08:00:00,2.908367975010031
2024-01-05 09:00:00,2.701705100604694
2024-01-05 10:00:00,2.5832096767464394
2024-01-05 11:00:00,2.4277103003863316
2024-01-05 12:00:00,2.765126303225331
2024-01-05 13:00:00,2.7618089933565435
2024-01-05 14:00:00,1.6006725188914583
2024-01-05 15:00:00,2.15546854053108
2024-01-05 16:00:00,2.238653847004322
2024-01-05 17:00:00,1.8146916046904025
2024-01-05 18:00:00,1.480380132898651
2024-01-05 19:00:00,1.5308696314455261
2024-01-05 20:00:00,1.4956397626331737
2024-01-05 21:00:00,0.6987592981720481
2024-01-05 22:00:00,0.5235183560789257
2024-01-05 23:00:00,0.9656490321611582
