datetime,discharge_m3s
2024-01-01 00:00:00,51.620062525627795
2024-01-01 01:00:00,51.620062525627795
2024-01-01 02:00:00,51.620062525627795
2024-01-01 03:00:00,51.620062525627795
2024-01-01 04:00:00,51.620062525627795
2024-01-01 05:00:00,71.73044586988378
2024-01-01 06:00:00,80.62077341501977
2024-01-01 07:00:00,79.25760325695519
2024-01-01 08:00:00,82.7180059409537
2024-01-01 09:00:00,89.92298264455493
2024-01-01 10:00:00,94.71051051597881
2024-01-01 11:00:00,102.83705468379566
2024-01-01 12:00:00,110.3660708778595
2024-01-01 13:00:00,111.7785599791948
2024-01-01 14:00:00,124.13964561494151
2024-01-01 15:00:00,129.38447150928525
2024-01-01 16:00:00,136.82458167903317
2024-01-01 17:00:00,141.91589776819586
2024-01-01 18:00:00,146.77785113271472
2024-01-01 19:00:00,155.26237383606292
2024-01-01 20:00:00,172.7692127607898
2024-01-01 21:00:00,195.10541254416907
2024-01-01 22:00:00,208.06153192100635
2024-01-01 23:00:00,202.21952373199494
2024-01-02 00:00:00,237.89279187428374
2024-01-02 01:00:00,249.7540963180967
2024-01-02 02:00:00,257.6901366447343
2024-01-02 03:00:00,266.61970299652637
2024-01-02 04:00:00,246.08577424673146
2024-01-02 05:00:00,251.43683036149687
2024-01-02 06:00:00,248.0241176258268
2024-01-02 07:00:00,224.33731308031273
2024-01-02 08:00:00,211.14167067324763
2024-01-02 09:00:00,206.54697826865925
2024-01-02 10:00:00,215.71166230082304
2024-01-02 11:00:00,233.28834441242614
2024-01-02 12:00:00,242.52841254428722
2024-01-02 13:00:00,271.95449206592684
2024-01-02 14:00:00,278.16852588699516
2024-01-02 15:00:00,257.61769893487417
2024-01-02 16:00:00,273.7889356197886
2024-01-02 17:00:00,295.7173447420062
2024-01-02 18:00:00,307.9645610609377
2024-01-02 19:00:00,286.45398002082266
2024-01-02 20:00:00,280.78223477232626
2024-01-02 21:00:00,284.2991751356027
2024-01-02 22:00:00,293.3479854308533
2024-01-02 23:00:00,305.88905032911214
2024-01-03 00:00:00,301.38074256441774
2024-01-03 01:00:00,310.2287087471952
2024-01-03 02:00:00,327.29677316770255
2024-01-03 03:00:00,296.5460425379293
2024-01-03 04:00:00,321.8234827582749
2024-01-03 05:00:00,339.5727063576309
2024-01-03 06:00:00,295.9857856058842
2024-01-03 07:00:00,318.2979092333183
2024-01-03 08:00:00,330.26946629423435
2024-01-03 09:00:00,355.1241072552253
2024-01-03 10:00:00,343.1134536395879
2024-01-03 11:00:00,328.6880001339212
2024-01-03 12:00:00,339.4480690652479
2024-01-03 13:00:00,307.80536752491486
2024-01-03 14:00:00,318.0184813685938
2024-01-03 15:00:00,325.6082013684442
2024-01-03 16:00:00,356.5558430387551
2024-01-03 17:00:00,385.4127413784432
2024-01-03 18:00:00,395.75381269647977
2024-01-03 19:00:00,369.5617911418236
2024-01-03 20:00:00,346.54372711123114
2024-01-03 21:00:00,358.2150237938043
2024-01-03 22:00:00,352.7900914376753
2024-01-03 23:00:00,370.0076583269586
2024-01-04 00:00:00,367.5492155909162
2024-01-04 01:00:00,348.61256687675694
2024-01-04 02:00:00,314.20771777768374
2024-01-04 03:00:00,335.60170866806357
2024-01-04 04:00:00,321.51168054356526
2024-01-04 05:00:00,285.5314953640727
2024-01-04 06:00:00,270.00665933006815
2024-01-04 07:00:00,278.3500986098856
2024-01-04 08:00:00,292.7693480203683
2024-01-04 09:00:00,304.2822319896863
2024-01-04 10:00:00,280.4915648450334
2024-01-04 11:00:00,278.5004585168142
2024-01-04 12:00:00,282.2941312131271
2024-01-04 13:00:00,278.2263361013185
2024-01-04 14:00:00,229.53305434494632
2024-01-04 15:00:00,223.08145298837604
2024-01-04 16:00:00,199.7629901376334
2024-01-04 17:00:00,194.06919220479193
2024-01-04 18:00:00,200.8961488374773
2024-01-04 19:00:00,215.6023177932968
2024-01-04 20:00:00,212.16412504984498
2024-01-04 21:00:00,212.25189304894752
2024-01-04 22:00:00,208.89982187620276
2024-01-04 23:00:00,186.16502839484468
2024-01-05 00:00:00,179.20856815325385
2024-01-05 01:00:00,179.8565110059777
2024-01-05 02:00:00,187.45995623078377
2024-01-05 03:00:00,167.73969264005328
2024-01-05 04:00:00,150.88917776390616
2024-01-05 05:00:00,151.3731558884761
2024-01-05 06:00:00,151.2231156500109
2024-01-05 07:00:00,160.17022167811112
2024-01-05 08:00:00,160.94535364092766
2024-01-05 09:00:00,168.84948481958727
2024-01-05 10:00:00,166.22485537721025
2024-01-05 11:00:00,171.80975359852565
2024-01-05 12:00:00,160.81709899171057
2024-01-05 13:00:00,148.79847366382305
2024-01-05 14:00:00,144.46558131627876
2024-01-05 15:00:00,143.75932358549102
2024-01-05 16:00:00,143.05275701929838
2024-01-05 17:00:00,128.85358802843973
2024-01-05 18:00:00,129.71734501304257
2024-01-05 19:00:00,128.74798577049447
2024-01-05 20:00:00,130.24661804300396
2024-01-05 21:00:00,132.70559982191156
2024-01-05 22:00:00,132.51013364488244
2024-01-05 23:00:00,128.2609941979371
