datetime,discharge_m3s
2024-01-01 00:00:00,29.22752460404591
2024-01-01 01:00:00,29.22752460404591
2024-01-01 02:00:00,29.22752460404591
2024-01-01 03:00:00,29.22752460404591
2024-01-01 04:00:00,68.72070691868433
2024-01-01 05:00:00,68.76385803101549
2024-01-01 06:00:00,69.98417179124905
2024-01-01 07:00:00,77.31850542751536
2024-01-01 08:00:00,87.38814516464831
2024-01-01 09:00:00,92.57521373333024
2024-01-01 10:00:00,79.11906558194246
2024-01-01 11:00:00,87.03797945651664
2024-01-01 12:00:00,90.39315580646793
2024-01-01 13:00:00,95.38191203809696
2024-01-01 14:00:00,100.51081885519059
2024-01-01 15:00:00,100.99350780329458
2024-01-01 16:00:00,86.04641091678366
2024-01-01 17:00:00,79.6721287445606
2024-01-01 18:00:00,92.4575946653062
2024-01-01 19:00:00,97.87431863989757
2024-01-01 20:00:00,102.37636373962964
2024-01-01 21:00:00,105.62329203494394
2024-01-01 22:00:00,115.77066167117421
2024-01-01 23:00:00,123.35302392992517
2024-01-02 00:00:00,106.150843941674
2024-01-02 01:00:00,121.3319447920504
2024-01-02 02:00:00,135.65399833498773
2024-01-02 03:00:00,148.20592637482912
2024-01-02 04:00:00,154.32906148140924
2024-01-02 05:00:00,158.92558177813146
2024-01-02 06:00:00,165.92122595290408
2024-01-02 07:00:00,180.45285069423824
2024-01-02 08:00:00,188.29683836780907
2024-01-02 09:00:00,206.3118553655574
2024-01-02 10:00:00,206.93370326777392
2024-01-02 11:00:00,213.7338306120368
2024-01-02 12:00:00,217.60918114820606
2024-01-02 13:00:00,176.13481839518806
2024-01-02 14:00:00,168.3415307276523
2024-01-02 15:00:00,161.46021301017953
2024-01-02 16:00:00,195.42329622944038
2024-01-02 17:00:00,213.07098727563096
2024-01-02 18:00:00,193.2484596117743
2024-01-02 19:00:00,204.9725024168327
2024-01-02 20:00:00,208.99515341313474
2024-01-02 21:00:00,201.60755809182496
2024-01-02 22:00:00,187.69237795627242
2024-01-02 23:00:00,205.34112452893015
2024-01-03 00:00:00,226.24417623390502
2024-01-03 01:00:00,240.53922842337602
2024-01-03 02:00:00,250.48808928302617
2024-01-03 03:00:00,203.63665162849264
2024-01-03 04:00:00,239.24746250922237
2024-01-03 05:00:00,244.67832352832073
2024-01-03 06:00:00,214.99939779926325
2024-01-03 07:00:00,220.097644240235
2024-01-03 08:00:00,255.6818339936758
2024-01-03 09:00:00,279.59617343888146
2024-01-03 10:00:00,254.1276024112321
2024-01-03 11:00:00,254.57558153752268
2024-01-03 12:00:00,270.19455007977297
2024-01-03 13:00:00,256.59460948796675
2024-01-03 14:00:00,276.0964254608399
2024-01-03 15:00:00,273.1482307439301
2024-01-03 16:00:00,284.3668196717767
2024-01-03 17:00:00,293.5339684787676
2024-01-03 18:00:00,306.5925590944711
2024-01-03 19:00:00,321.502770644505
2024-01-03 20:00:00,285.56005967416223
2024-01-03 21:00:00,292.5300337105117
2024-01-03 22:00:00,288.6153503784342
2024-01-03 23:00:00,262.4195979953299
2024-01-04 00:00:00,253.5795254368694
2024-01-04 01:00:00,237.85464771706143
2024-01-04 02:00:00,249.61874746406232
2024-01-04 03:00:00,254.07411825219918
2024-01-04 04:00:00,244.23348840398455
2024-01-04 05:00:00,243.78390345243457
2024-01-04 06:00:00,238.66654973082154
2024-01-04 07:00:00,233.4854104582737
2024-01-04 08:00:00,242.0611824611961
2024-01-04 09:00:00,216.99932143056998
2024-01-04 10:00:00,200.60955532552447
2024-01-04 11:00:00,191.7793788513244
2024-01-04 12:00:00,210.69680290493704
2024-01-04 13:00:00,181.2544327012978
2024-01-04 14:00:00,192.51506229483834
2024-01-04 15:00:00,164.93453800795334
2024-01-04 16:00:00,182.19860249430383
2024-01-04 17:00:00,177.87064335916017
2024-01-04 18:00:00,168.04785218362957
2024-01-04 19:00:00,154.72015340013837
2024-01-04 20:00:00,138.10530296417232
2024-01-04 21:00:00,141.20391961680218
2024-01-04 22:00:00,152.55659604028074
2024-01-04 23:00:00,175.12209750270569
2024-01-05 00:00:00,146.30438118186828
2024-01-05 01:00:00,158.21327663911086
2024-01-05 02:00:00,169.2033409561738
2024-01-05 03:00:00,173.44997146059234
2024-01-05 04:00:00,171.075547093245
2024-01-05 05:00:00,169.5306394657552
2024-01-05 06:00:00,156.90412349936793
2024-01-05 07:00:00,147.86093134227139
2024-01-05 08:00:00,148.82387583241155
2024-01-05 09:00:00,138.8895037362663
2024-01-05 10:00:00,131.44375014518698
2024-01-05 11:00:00,122.9922962747917
2024-01-05 12:00:00,94.83046465814179
2024-01-05 13:00:00,94.68572987178175
2024-01-05 14:00:00,94.6821799084663
2024-01-05 15:00:00,88.184802604662
2024-01-05 16:00:00,87.22172045498118
2024-01-05 17:00:00,68.22158973823841
2024-01-05 18:00:00,68.43378311535629
2024-01-05 19:00:00,69.75695242047499
2024-01-05 20:00:00,67.8521346207661
2024-01-05 21:00:00,63.87373767053569
2024-01-05 22:00:00,54.64790422017111
2024-01-05 23:00:00,55.97189008629194
