datetime,discharge_m3s
2024-01-01 00:00:00,58.25347664415576
2024-01-01 01:00:00,58.25347664415576
2024-01-01 02:00:00,58.25347664415576
2024-01-01 03:00:00,109.47118748050062
2024-01-01 04:00:00,116.48693775946873
2024-01-01 05:00:00,122.83367219712076
2024-01-01 06:00:00,141.60356331990414
2024-01-01 07:00:00,133.97299031498636
2024-01-01 08:00:00,125.31842331589192
2024-01-01 09:00:00,142.50764268107412
2024-01-01 10:00:00,183.21978704362397
2024-01-01 11:00:00,175.93164210325787
2024-01-01 12:00:00,185.14031649940083
2024-01-01 13:00:00,174.8108820672142
2024-01-01 14:00:00,204.69686877308956
2024-01-01 15:00:00,188.8277966879863
2024-01-01 16:00:00,184.9184634892207
2024-01-01 17:00:00,230.14849761920235
2024-01-01 18:00:00,252.3896183526119
2024-01-01 19:00:00,197.19322776858544
2024-01-01 20:00:00,181.55698767750522
2024-01-01 21:00:00,212.84424096856432
2024-01-01 22:00:00,215.255034755176
2024-01-01 23:00:00,242.45615289148506
2024-01-02 00:00:00,238.44523362637827
2024-01-02 01:00:00,263.3021615545733
2024-01-02 02:00:00,264.56343445717346
2024-01-02 03:00:00,271.18687636447225
2024-01-02 04:00:00,267.9956861368894
2024-01-02 05:00:00,234.3632068573139
2024-01-02 06:00:00,276.9158984733609
2024-01-02 07:00:00,290.1328970686422
2024-01-02 08:00:00,255.22809517526682
2024-01-02 09:00:00,289.2649721444913
2024-01-02 10:00:00,326.8295906021044
2024-01-02 11:00:00,343.4445722696041
2024-01-02 12:00:00,336.7686462475882
2024-01-02 13:00:00,334.8653226082685
2024-01-02 14:00:00,388.8520629352244
2024-01-02 15:00:00,318.10844975812904
2024-01-02 16:00:00,319.9186922985143
2024-01-02 17:00:00,346.0888035009383
2024-01-02 18:00:00,340.28106465956597
2024-01-02 19:00:00,386.878939578772
2024-01-02 20:00:00,326.3677000269077
2024-01-02 21:00:00,391.71916486215684
2024-01-02 22:00:00,477.1621645937327
2024-01-02 23:00:00,499.59436227031716
2024-01-03 00:00:00,475.78747197405454
2024-01-03 01:00:00,463.2812570071286
2024-01-03 02:00:00,424.76431662826576
2024-01-03 03:00:00,385.15416988271204
2024-01-03 04:00:00,399.791139692186
2024-01-03 05:00:00,452.9562150287967
2024-01-03 06:00:00,466.1640224487265
2024-01-03 07:00:00,468.27023234552763
2024-01-03 08:00:00,395.45270326786914
2024-01-03 09:00:00,337.4490769861044
2024-01-03 10:00:00,374.10818722110616
2024-01-03 11:00:00,424.2701547800441
2024-01-03 12:00:00,403.29339114416314
2024-01-03 13:00:00,400.8051441559392
2024-01-03 14:00:00,418.3940117908158
2024-01-03 15:00:00,505.6674437175072
2024-01-03 16:00:00,494.65990921864943
2024-01-03 17:00:00,449.4649131050483
2024-01-03 18:00:00,486.0012541184338
2024-01-03 19:00:00,543.6991153454538
2024-01-03 20:00:00,496.93520155179067
2024-01-03 21:00:00,499.4668530667956
2024-01-03 22:00:00,439.48836940514894
2024-01-03 23:00:00,429.65482279588645
2024-01-04 00:00:00,416.75344445169094
2024-01-04 01:00:00,424.4594685518856
2024-01-04 02:00:00,400.6474931956792
2024-01-04 03:00:00,372.7716652042216
2024-01-04 04:00:00,352.61430159975936
2024-01-04 05:00:00,326.98445702069614
2024-01-04 06:00:00,356.8056485072254
2024-01-04 07:00:00,354.28467731407625
2024-01-04 08:00:00,353.3496019438067
2024-01-04 09:00:00,338.7165073348122
2024-01-04 10:00:00,299.25534740761356
2024-01-04 11:00:00,311.22547985016286
2024-01-04 12:00:00,321.18733293274477
2024-01-04 13:00:00,358.72418756140837
2024-01-04 14:00:00,309.32648965664157
2024-01-04 15:00:00,324.2044215353154
2024-01-04 16:00:00,254.95422263754787
2024-01-04 17:00:00,285.6299366353487
2024-01-04 18:00:00,264.46388106053206
2024-01-04 19:00:00,253.38386298933713
2024-01-04 20:00:00,259.7586926860274
2024-01-04 21:00:00,256.973599698714
2024-01-04 22:00:00,241.0373133132174
2024-01-04 23:00:00,284.4688698274434
2024-01-05 00:00:00,317.1981733038216
2024-01-05 01:00:00,311.32341751876106
2024-01-05 02:00:00,313.8160470876833
2024-01-05 03:00:00,306.76620450467715
2024-01-05 04:00:00,259.33984163244634
2024-01-05 05:00:00,221.65482821721548
2024-01-05 06:00:00,252.02488857652833
2024-01-05 07:00:00,244.66130160636234
2024-01-05 08:00:00,237.99190652256934
2024-01-05 09:00:00,276.8068737504829
2024-01-05 10:00:00,278.6918439283864
2024-01-05 11:00:00,263.2242923981089
2024-01-05 12:00:00,252.19266504866607
2024-01-05 13:00:00,215.52337805000823
2024-01-05 14:00:00,178.44145903583538
2024-01-05 15:00:00,220.02120229516106
2024-01-05 16:00:00,176.0180962846645
2024-01-05 17:00:00,174.24696319408218
2024-01-05 18:00:00,165.81226000226388
2024-01-05 19:00:00,175.0205227384463
2024-01-05 20:00:00,150.00094377526997
2024-01-05 21:00:00,174.4410792549428
2024-01-05 22:00:00,171.01687446666674
2024-01-05 23:00:00,145.0255446210948
