datetime,discharge_m3s
2024-01-01 00:00:00,21.340031501646845
2024-01-01 01:00:00,21.340031501646845
2024-01-01 02:00:00,31.890381029806605
2024-01-01 03:00:00,34.25859331105123
2024-01-01 04:00:00,40.70943249747964
2024-01-01 05:00:00,52.314555989616636
2024-01-01 06:00:00,61.85681269914086
2024-01-01 07:00:00,48.949577206975874
2024-01-01 08:00:00,61.29648592384332
2024-01-01 09:00:00,72.42771550074879
2024-01-01 10:00:00,46.21050812914914
2024-01-01 11:00:00,49.829767853501494
2024-01-01 12:00:00,72.18021364634403
2024-01-01 13:00:00,65.018453406871
2024-01-01 14:00:00,95.54047401200323
2024-01-01 15:00:00,117.24415423319067
2024-01-01 16:00:00,127.11285760210838
2024-01-01 17:00:00,125.96571019786327
2024-01-01 18:00:00,134.64412237645274
2024-01-01 19:00:00,119.30982481078337
2024-01-01 20:00:00,139.13292543497067
2024-01-01 21:00:00,156.31880189452417
2024-01-01 22:00:00,128.67335122264902
2024-01-01 23:00:00,164.79510949718411
2024-01-02 00:00:00,171.37449495161215
2024-01-02 01:00:00,163.1046567699239
2024-01-02 02:00:00,166.98175862131328
2024-01-02 03:00:00,157.0745955721027
2024-01-02 04:00:00,147.22241632486993
2024-01-02 05:00:00,162.26469727983525
2024-01-02 06:00:00,153.49809411910653
2024-01-02 07:00:00,123.56271279961327
2024-01-02 08:00:00,117.7627831216661
2024-01-02 09:00:00,143.93917550411373
2024-01-02 10:00:00,153.56253006537955
2024-01-02 11:00:00,137.7697695042233
2024-01-02 12:00:00,130.16842421549302
2024-01-02 13:00:00,169.85232562537078
2024-01-02 14:00:00,178.86929353768556
2024-01-02 15:00:00,194.66356428793333
2024-01-02 16:00:00,210.1109860903205
2024-01-02 17:00:00,218.8141742220529
2024-01-02 18:00:00,214.4806982352986
2024-01-02 19:00:00,200.23408144310244
2024-01-02 20:00:00,199.0808182426792
2024-01-02 21:00:00,211.6945201535327
2024-01-02 22:00:00,250.96956925662593
2024-01-02 23:00:00,240.00197495274728
2024-01-03 00:00:00,252.67721698702664
2024-01-03 01:00:00,274.54891426163965
2024-01-03 02:00:00,234.47583018131172
2024-01-03 03:00:00,206.63116365530772
2024-01-03 04:00:00,239.35431750312173
2024-01-03 05:00:00,250.78238185856264
2024-01-03 06:00:00,225.8181016801627
2024-01-03 07:00:00,260.3005737912279
2024-01-03 08:00:00,250.773473522542
2024-01-03 09:00:00,288.0904252722324
2024-01-03 10:00:00,284.6736949381197
2024-01-03 11:00:00,262.7044998449425
2024-01-03 12:00:00,203.67975100150542
2024-01-03 13:00:00,205.86335785390997
2024-01-03 14:00:00,256.6025633505747
2024-01-03 15:00:00,282.20407658369584
2024-01-03 16:00:00,251.91708986411015
2024-01-03 17:00:00,229.68642193142455
2024-01-03 18:00:00,248.767887529318
2024-01-03 19:00:00,228.59013750002495
2024-01-03 20:00:00,239.02134316216538
2024-01-03 21:00:00,233.76587827035368
2024-01-03 22:00:00,201.2609588925756
2024-01-03 23:00:00,191.6097186851118
2024-01-04 00:00:00,208.54531619742832
2024-01-04 01:00:00,197.17778390705243
2024-01-04 02:00:00,166.35334270379673
2024-01-04 03:00:00,181.8619644823816
2024-01-04 04:00:00,189.19781754037905
2024-01-04 05:00:00,183.09593026763406
2024-01-04 06:00:00,158.35023371450646
2024-01-04 07:00:00,158.1885984409623
2024-01-04 08:00:00,105.15391245124108
2024-01-04 09:00:00,110.11626089125285
2024-01-04 10:00:00,137.28188258994882
2024-01-04 11:00:00,135.4191385136596
2024-01-04 12:00:00,135.3943823549404
2024-01-04 13:00:00,135.22223529878417
2024-01-04 14:00:00,130.67209900209843
2024-01-04 15:00:00,107.62459235647519
2024-01-04 16:00:00,130.33863121558474
2024-01-04 17:00:00,137.1626770598124
2024-01-04 18:00:00,131.46093721351858
2024-01-04 19:00:00,120.14761206244899
2024-01-04 20:00:00,109.49531394041814
2024-01-04 21:00:00,124.57449212260225
2024-01-04 22:00:00,119.60804212150539
2024-01-04 23:00:00,123.81256669457277
2024-01-05 00:00:00,111.9060535088111
2024-01-05 01:00:00,111.24672576043008
2024-01-05 02:00:00,104.20299119200645
2024-01-05 03:00:00,94.48128755719473
2024-01-05 04:00:00,89.45592060471871
2024-01-05 05:00:00,95.21254133205683
2024-01-05 06:00:00,85.31008789003897
2024-01-05 07:00:00,74.50384070857832
2024-01-05 08:00:00,74.7624244963993
2024-01-05 09:00:00,69.78299633301557
2024-01-05 10:00:00,63.23500962395603
2024-01-05 11:00:00,51.91110072308575
2024-01-05 12:00:00,54.22327102073616
2024-01-05 13:00:00,54.56867087271792
2024-01-05 14:00:00,55.52533359048198
2024-01-05 15:00:00,54.61445973105417
2024-01-05 16:00:00,48.76145582641887
2024-01-05 17:00:00,41.88340785004125
2024-01-05 18:00:00,49.25252783042653
2024-01-05 19:00:00,41.65074210135418
2024-01-05 20:00:00,49.301095853376026
2024-01-05 21:00:00,44.01430491015341
2024-01-05 22:00:00,40.7741565651049
2024-01-05 23:00:00,39.23488391023732
