datetime,observed_m3s,simulated_m3s,residual_m3s
2024-01-01 00:00:00,89.97793209394048,167.4058367321084,-77.42790463816793
2024-01-01 01:00:00,76.52359917078743,107.29559427872631,-30.771995107938878
2024-01-01 02:00:00,66.08751085989773,68.19684761785244,-2.1093367579547078
2024-01-01 03:00:00,58.643362641543696,51.02553179698728,7.617830844556416
2024-01-01 04:00:00,52.27602362379912,52.644304362418886,-0.3682807386197666
2024-01-01 05:00:00,48.361628325819495,61.1497446366919,-12.788116310872404
2024-01-01 06:00:00,44.17429208427169,80.20865895044471,-36.03436686617302
2024-01-01 07:00:00,42.25321480050626,84.8339913560036,-42.58077655549734
2024-01-01 08:00:00,43.364433736425966,115.28648991151114,-71.92205617508517
2024-01-01 09:00:00,42.87436377440195,113.19653709104271,-70.32217331664077
2024-01-01 10:00:00,44.50565766990758,63.148662572344385,-18.643004902436807
2024-01-01 11:00:00,44.98136509401669,62.51715527196512,-17.535790177948435
2024-01-01 12:00:00,41.17501053893391,61.89198371924547,-20.716973180311555
2024-01-01 13:00:00,39.17107506926845,61.273063882053016,-22.10198881278457
2024-01-01 14:00:00,35.90613994133246,60.66033324323249,-24.75419330190003
2024-01-01 15:00:00,32.982096103998984,60.053729910800165,-27.07163380680118
2024-01-01 16:00:00,31.197202725864138,59.45319261169217,-28.25598988582803
2024-01-01 17:00:00,30.35267979209427,58.85866068557525,-28.50598089348098
2024-01-01 18:00:00,30.087842047795327,58.2700740787195,-28.182232030924176
2024-01-01 19:00:00,27.187164849169903,57.68737333793231,-30.500208488762404
2024-01-01 20:00:00,27.009426159153207,57.110499604552984,-30.101073445399777
2024-01-01 21:00:00,25.185198798798268,56.53939460850746,-31.35419580970919
2024-01-01 22:00:00,25.16465272369552,55.974000662422384,-30.809347938726862
2024-01-01 23:00:00,23.440863027528,55.41426065579815,-31.973397628270153
2024-01-02 00:00:00,24.68781369763381,54.86011804924017,-30.17230435160636
2024-01-02 01:00:00,27.06161381721228,54.31151686874777,-27.249903051535494
2024-01-02 02:00:00,27.72478634353748,53.76840170006029,-26.043615356522807
2024-01-02 03:00:00,30.48329722274016,53.230717683059694,-22.747420460319535
2024-01-02 04:00:00,31.979926408549137,52.698410506229095,-20.71848409767996
2024-01-02 05:00:00,33.31192651124446,52.1714264011668,-18.85949988992234
2024-01-02 06:00:00,35.61116961252124,51.64971213715513,-16.03854252463389
2024-01-02 07:00:00,37.10043311384154,51.13321501578358,-14.032781901942037
2024-01-02 08:00:00,38.32885665451024,50.621882865625736,-12.293026211115496
2024-01-02 09:00:00,43.602631566063785,50.115664036969484,-6.513032470905699
2024-01-02 10:00:00,46.37553220246697,49.614507396599784,-3.238975194132813
2024-01-02 11:00:00,49.38549282725277,49.11836232263378,0.26713050461899
2024-01-02 12:00:00,50.645670933984704,48.627178699407445,2.018492234577259
2024-01-02 13:00:00,55.0770198931585,48.14090691241336,6.936112980745143
2024-01-02 14:00:00,53.13489929578907,47.65949784328922,5.475401452499845
2024-01-02 15:00:00,52.0018462097126,47.182902864856324,4.8189433448562795
2024-01-02 16:00:00,56.79567278927618,46.71107383620777,10.084598953068415
2024-01-02 17:00:00,57.781968435288434,46.243963097845686,11.538005337442748
2024-01-02 18:00:00,58.65903338888887,45.781523466867235,12.877509922021638
2024-01-02 19:00:00,61.39926219758085,45.323708232198555,16.075553965382298
2024-01-02 20:00:00,66.33611831762602,44.87047114987657,21.465647167749445
2024-01-02 21:00:00,66.70319111917847,44.42176643837781,22.28142468080066
2024-01-02 22:00:00,63.95962317102007,43.97754877399403,19.98207439702604
2024-01-02 23:00:00,63.16330586410638,43.537773286254094,19.625532577852283
2024-01-03 00:00:00,64.38064684801721,43.10239555339155,21.278251294625655
2024-01-03 01:00:00,73.2250982332857,42.671371597857636,30.55372663542807
2024-01-03 02:00:00,74.92216149918892,42.24465788187906,32.67750361730986
2024-01-03 03:00:00,80.33007842921765,41.82221130306027,38.50786712615738
2024-01-03 04:00:00,88.35850573941745,41.40398919002967,46.95451654938778
2024-01-03 05:00:00,98.88039542657869,40.98994929812937,57.89044612844932
2024-01-03 06:00:00,105.58964104600788,40.58004980514807,65.0095912408598
2024-01-03 07:00:00,117.16552017094916,40.174249307096595,76.99127086385258
2024-01-03 08:00:00,130.04953927447124,39.772506814025625,90.27703246044561
2024-01-03 09:00:00,145.59968113888024,39.37478174588537,106.22489939299487
2024-01-03 10:00:00,155.85579219211905,38.98103392842651,116.87475826369254
2024-01-03 11:00:00,165.2161380669957,38.591223589142245,126.62491447785347
2024-01-03 12:00:00,183.3428404963798,38.20531135325083,145.13752914312897
2024-01-03 13:00:00,193.57805760825823,37.82325823971832,155.75479936853992
2024-01-03 14:00:00,200.5430002612692,37.44502565732113,163.09797460394807
2024-01-03 15:00:00,208.84468433930215,37.07057540074793,171.7741089385542
2024-01-03 16:00:00,216.8096633693268,36.699869646740446,180.10979372258637
2024-01-03 17:00:00,189.04190108489152,36.33287095027304,152.70903013461847
2024-01-03 18:00:00,180.55700547545007,35.9695422407703,144.58746323467977
2024-01-03 19:00:00,172.32581386901558,35.6098468183626,136.71596705065298
2024-01-03 20:00:00,163.81073646102791,35.25374835017897,128.55698811084895
2024-01-03 21:00:00,168.05353706050656,34.90121086667718,133.15232619382937
2024-01-03 22:00:00,172.55677185095297,34.55219875801041,138.00457309294256
2024-01-03 23:00:00,189.5962049418862,34.206676770430306,155.3895281714559
2024-01-04 00:00:00,180.4431940199191,33.864610002726,146.5785840171931
2024-01-04 01:00:00,168.55068678184236,33.52596390269874,135.0247228791436
2024-01-04 02:00:00,154.07033070520137,33.190704263671755,120.87962644152961
2024-01-04 03:00:00,143.07235721221042,32.85879722103505,110.21355999117537
2024-01-04 04:00:00,143.36547122457662,32.5302092488247,110.83526197575193
2024-01-04 05:00:00,132.50113653180972,32.20490715633645,100.29622937547327
2024-01-04 06:00:00,120.22768214432254,31.88285808477309,88.34482405954945
2024-01-04 07:00:00,115.52453969401655,31.564029503925358,83.9605101900912
2024-01-04 08:00:00,103.33250569267804,31.248389208886106,72.08411648379193
2024-01-04 09:00:00,103.93050884542632,30.935905316797246,72.99460352862907
2024-01-04 10:00:00,99.19681085465344,30.626546263629272,68.57026459102417
2024-01-04 11:00:00,100.66864629372677,30.32028080099298,70.34836549273379
2024-01-04 12:00:00,99.38987113905772,30.017077992983058,69.37279314607466
2024-01-04 13:00:00,95.4531639897438,29.716907213053226,65.73625677669057
2024-01-04 14:00:00,91.749758425717,29.419738140922693,62.330020284794315
2024-01-04 15:00:00,100.94203245907552,29.125540759513463,71.81649169956205
2024-01-04 16:00:00,100.24796788057968,28.83428535191833,71.41368252866135
2024-01-04 17:00:00,91.49284052836312,28.545942498399143,62.946898029963975
2024-01-04 18:00:00,84.30457536811116,28.260483073415156,56.044092294696
2024-01-04 19:00:00,82.04747346037992,27.977878242681,54.06959521769892
2024-01-04 20:00:00,87.78196695008761,27.69809946025419,60.083867489833416
2024-01-04 21:00:00,80.08507660938615,27.42111846565165,52.663958143734504
2024-01-04 22:00:00,74.1798142873643,27.146907280995134,47.03290700636916
2024-01-04 23:00:00,76.99971725278067,26.875438208185184,50.12427904459548
2024-01-05 00:00:00,85.9175209128056,26.606683826103332,59.310837086702264
2024-01-05 01:00:00,99.109313520851,26.3406169878423,72.76869653300871
2024-01-05 02:00:00,105.77802002729528,26.077210817963874,79.70080920933141
2024-01-05 03:00:00,109.74933068585273,25.816438709784236,83.93289197606849
2024-01-05 04:00:00,101.45274540564093,25.55827432268639,75.89447108295454
2024-01-05 05:00:00,93.5146375418381,25.302691579459527,68.21194596237856
2024-01-05 06:00:00,93.37443978121972,25.04966466366493,68.3247751175548
2024-01-05 07:00:00,86.65018784402312,24.799168017028286,61.851019826994836
2024-01-05 08:00:00,76.50700939808641,24.551176336858,51.95583306122841
2024-01-05 09:00:00,79.09298401312007,24.30566457348942,54.78731943963065
2024-01-05 10:00:00,77.51327145099525,24.06260792775452,53.45066352324073
2024-01-05 11:00:00,72.46158539451488,23.821981848476977,48.639603546037904
2024-01-05 12:00:00,63.95543907866542,23.583762029992208,40.37167704867321
2024-01-05 13:00:00,59.19737172721118,23.34792440969229,35.84944731751889
2024-01-05 14:00:00,56.19695700812208,23.114445165595367,33.08251184252671
2024-01-05 15:00:00,51.83561102830804,22.88330071393941,28.952310314368628
2024-01-05 16:00:00,45.45109778070015,22.654467706800016,22.796630073900136
