datetime,observed_m3s,simulated_adaptive_m3s,residual_m3s
2024-01-01 00:00:00,89.97793209394048,176.47601201594776,-86.49807992200728
2024-01-01 01:00:00,76.52359917078743,103.0194883135556,-26.495889142768164
2024-01-01 02:00:00,66.08751085989773,51.078762914370266,15.008747945527467
2024-01-01 03:00:00,58.643362641543696,46.05996746269512,12.583395178848576
2024-01-01 04:00:00,52.27602362379912,45.59936778806817,6.676655835730948
2024-01-01 05:00:00,48.361628325819495,45.14337411018749,3.218254215632008
2024-01-01 06:00:00,44.17429208427169,44.691940369085614,-0.517648284813923
2024-01-01 07:00:00,42.25321480050626,44.24502096539476,-1.9918061648885015
2024-01-01 08:00:00,43.364433736425966,43.80257075574081,-0.43813701931484417
2024-01-01 09:00:00,42.87436377440195,43.3645450481834,-0.4901812737814524
2024-01-01 10:00:00,44.50565766990758,42.93089959770157,1.5747580722060093
2024-01-01 11:00:00,44.98136509401669,42.50159060172456,2.4797744922921297
2024-01-01 12:00:00,41.17501053893391,42.07657469570731,-0.9015641567733965
2024-01-01 13:00:00,39.17107506926845,41.655808948750234,-2.4847338794817873
2024-01-01 14:00:00,35.90613994133246,41.23925085926273,-5.33311091793027
2024-01-01 15:00:00,32.982096103998984,40.82685835067011,-7.844762246671124
2024-01-01 16:00:00,31.197202725864138,40.4185897671634,-9.22138704129926
2024-01-01 17:00:00,30.35267979209427,40.01440386949177,-9.661724077397501
2024-01-01 18:00:00,30.087842047795327,39.614259830796854,-9.526417783001527
2024-01-01 19:00:00,27.187164849169903,39.218117232488886,-12.030952383318983
2024-01-01 20:00:00,27.009426159153207,38.82593606016399,-11.816509901010782
2024-01-01 21:00:00,25.185198798798268,38.43767669956235,-13.252477900764084
2024-01-01 22:00:00,25.16465272369552,38.05329993256673,-12.888647208871209
2024-01-01 23:00:00,23.440863027528,37.67276693324106,-14.231903905713057
2024-01-02 00:00:00,24.68781369763381,37.296039263908646,-12.608225566274836
2024-01-02 01:00:00,27.06161381721228,36.92307887126957,-9.861465054057287
2024-01-02 02:00:00,27.72478634353748,36.55384808255687,-8.829061739019387
2024-01-02 03:00:00,30.48329722274016,36.1883096017313,-5.705012378991139
2024-01-02 04:00:00,31.979926408549137,35.82642650571398,-3.8465000971648458
2024-01-02 05:00:00,33.31192651124446,35.468162240656845,-2.156235729412387
2024-01-02 06:00:00,35.61116961252124,35.11348061825028,0.49768899427095903
2024-01-02 07:00:00,37.10043311384154,34.76234581206777,2.3380873017737684
2024-01-02 08:00:00,38.32885665451024,34.41472235394709,3.9141343005631484
2024-01-02 09:00:00,43.602631566063785,34.07057513040762,9.532056435656166
2024-01-02 10:00:00,46.37553220246697,33.72986937910354,12.64566282336343
2024-01-02 11:00:00,49.38549282725277,33.392570685312506,15.992922141940262
2024-01-02 12:00:00,50.645670933984704,33.058644978459384,17.58702595552532
2024-01-02 13:00:00,55.0770198931585,32.72805852867479,22.348961364483714
2024-01-02 14:00:00,53.13489929578907,32.40077794338804,20.734121352401026
2024-01-02 15:00:00,52.0018462097126,32.076770163954166,19.925076045758438
2024-01-02 16:00:00,56.79567278927618,31.756002462314616,25.039670326961566
2024-01-02 17:00:00,57.781968435288434,31.43844243769147,26.343525997596963
2024-01-02 18:00:00,58.65903338888887,31.12405801331456,27.534975375574312
2024-01-02 19:00:00,61.39926219758085,30.812817433181415,30.586444764399438
2024-01-02 20:00:00,66.33611831762602,30.5046892588496,35.83142905877642
2024-01-02 21:00:00,66.70319111917847,30.199642366261102,36.50354875291737
2024-01-02 22:00:00,63.95962317102007,29.89764594259849,34.06197722842158
2024-01-02 23:00:00,63.16330586410638,29.598669483172504,33.56463638093388
2024-01-03 00:00:00,64.38064684801721,29.302682788340782,35.077964059676425
2024-01-03 01:00:00,73.2250982332857,29.00965596045737,44.21544227282834
2024-01-03 02:00:00,74.92216149918892,28.719559400852795,46.20260209833612
2024-01-03 03:00:00,80.33007842921765,28.432363806844272,51.89771462237338
2024-01-03 04:00:00,88.35850573941745,28.148040168775825,60.21046557064163
2024-01-03 05:00:00,98.88039542657869,27.866559767088066,71.01383565949062
2024-01-03 06:00:00,105.58964104600788,27.587894169417183,78.0017468765907
2024-01-03 07:00:00,117.16552017094916,27.31201522772301,89.85350494322616
2024-01-03 08:00:00,130.04953927447124,27.038895075445783,103.01064419902546
2024-01-03 09:00:00,145.59968113888024,26.768506124691328,118.83117501418891
2024-01-03 10:00:00,155.85579219211905,26.500821063444416,129.35497112867463
2024-01-03 11:00:00,165.2161380669957,26.235812852809968,138.98032521418574
2024-01-03 12:00:00,183.3428404963798,25.973454724281872,157.36938577209793
2024-01-03 13:00:00,193.57805760825823,25.71372017703905,167.86433743121918
2024-01-03 14:00:00,200.5430002612692,25.456582975268656,175.08641728600057
2024-01-03 15:00:00,208.84468433930215,25.202017145515967,183.64266719378617
2024-01-03 16:00:00,216.8096633693268,24.949996974060813,191.859666395266
2024-01-03 17:00:00,189.04190108489152,24.7004970043202,164.34140408057132
2024-01-03 18:00:00,180.55700547545007,24.453492034277,156.10351344117308
2024-01-03 19:00:00,172.32581386901558,24.208957113934233,148.11685675508136
2024-01-03 20:00:00,163.81073646102791,23.96686754279489,139.84386891823303
2024-01-03 21:00:00,168.05353706050656,23.72719886736694,144.3263381931396
2024-01-03 22:00:00,172.55677185095297,23.489926878693268,149.0668449722597
2024-01-03 23:00:00,189.5962049418862,23.25502760990634,166.34117733197988
2024-01-04 00:00:00,180.4431940199191,23.022477333807274,157.42071668611183
2024-01-04 01:00:00,168.55068678184236,22.792252560469198,145.75843422137316
2024-01-04 02:00:00,154.07033070520137,22.564330034864508,131.50600067033687
2024-01-04 03:00:00,143.07235721221042,22.338686734515864,120.73367047769456
2024-01-04 04:00:00,143.36547122457662,22.1152998671707,121.25017135740592
2024-01-04 05:00:00,132.50113653180972,21.894146868499,110.60698966331071
2024-01-04 06:00:00,120.22768214432254,21.67520539981401,98.55247674450854
2024-01-04 07:00:00,115.52453969401655,21.458453345815865,94.06608634820068
2024-01-04 08:00:00,103.33250569267804,21.24386881235771,82.08863688032034
2024-01-04 09:00:00,103.93050884542632,21.03143012423413,82.89907872119218
2024-01-04 10:00:00,99.19681085465344,20.82111582299179,78.37569503166165
2024-01-04 11:00:00,100.66864629372677,20.61290466476187,80.0557416289649
2024-01-04 12:00:00,99.38987113905772,20.406775618114253,78.98309552094346
2024-01-04 13:00:00,95.4531639897438,20.20270786193311,75.2504561278107
2024-01-04 14:00:00,91.749758425717,20.00068078331378,71.74907764240322
2024-01-04 15:00:00,100.94203245907552,19.800673975480642,81.14135848359487
2024-01-04 16:00:00,100.24796788057968,19.602667235725832,80.64530064485385
2024-01-04 17:00:00,91.49284052836312,19.406640563368576,72.08619996499453
2024-01-04 18:00:00,84.30457536811116,19.21257415773489,65.09200121037627
2024-01-04 19:00:00,82.04747346037992,19.02044841615754,63.027025044222384
2024-01-04 20:00:00,87.78196695008761,18.830243931995966,68.95172301809164
2024-01-04 21:00:00,80.08507660938615,18.641941492676008,61.44313511671014
2024-01-04 22:00:00,74.1798142873643,18.455522077749244,55.72429220961505
2024-01-04 23:00:00,76.99971725278067,18.27096685697175,58.728750395808916
2024-01-05 00:00:00,85.9175209128056,18.088257188402036,67.82926372440356
2024-01-05 01:00:00,99.109313520851,17.907374616518016,81.20193890433299
2024-01-05 02:00:00,105.77802002729528,17.728300870352832,88.04971915694244
2024-01-05 03:00:00,109.74933068585273,17.55101786164931,92.19831282420341
2024-01-05 04:00:00,101.45274540564093,17.375507683032815,84.07723772260812
2024-01-05 05:00:00,93.5146375418381,17.201752606202486,76.31288493563561
2024-01-05 06:00:00,93.37443978121972,17.029735080140462,76.34470470107925
2024-01-05 07:00:00,86.65018784402312,16.85943772933906,69.79075011468406
2024-01-05 08:00:00,76.50700939808641,16.69084335204567,59.81616604604074
2024-01-05 09:00:00,79.09298401312007,16.52393491852521,62.56904909459486
2024-01-05 10:00:00,77.51327145099525,16.35869556933996,61.15457588165529
2024-01-05 11:00:00,72.46158539451488,16.19510861364656,56.266476780868324
2024-01-05 12:00:00,63.95543907866542,16.033157527510095,47.92228155115532
2024-01-05 13:00:00,59.19737172721118,15.872825952234995,43.32454577497618
2024-01-05 14:00:00,56.19695700812208,15.714097692712645,40.48285931540943
2024-01-05 15:00:00,51.83561102830804,15.55695671578552,36.27865431252252
2024-01-05 16:00:00,45.45109778070015,15.401387148627661,30.04971063207249
2024-01-05 17:00:00,40.88982593986592,15.247373277141383,25.642452662724537
2024-01-05 18:00:00,36.67736383734111,15.09489954436997,21.582464292971142
2024-01-05 19:00:00,33.24991756298937,14.94395054892627,18.305967014063096
2024-01-05 20:00:00,30.425145828551365,14.794511043437009,15.630634785114356
2024-01-05 21:00:00,28.0662640350968,14.64656593300264,13.419698102094161
2024-01-05 22:00:00,26.07038086986534,14.500100273672611,11.570280596192728
2024-01-05 23:00:00,24.359845499998016,14.355099270935884,10.004746229062132
