Timestamp,observed_flow
2017-01-01 00:00:00,0.14901424590336979
2017-01-01 01:00:00,0.1
2017-01-01 02:00:00,0.19430656143020775
2017-01-01 03:00:00,0.45690895692240757
2017-01-01 04:00:00,0.1
2017-01-01 05:00:00,0.1
2017-01-01 06:00:00,0.47376384465221744
2017-01-01 07:00:00,0.23023041874587263
2017-01-01 08:00:00,0.1
2017-01-01 09:00:00,0.1627680130757894
2017-01-01 10:00:00,0.1
2017-01-01 11:00:00,0.1
2017-01-01 12:00:00,0.1
2017-01-01 13:00:00,0.1
2017-01-01 14:00:00,0.1
2017-01-01 15:00:00,0.1
2017-01-01 16:00:00,0.1
2017-01-01 17:00:00,0.1
2017-01-01 18:00:00,0.1
2017-01-01 19:00:00,0.1
2017-01-01 20:00:00,0.4396946306764662
2017-01-01 21:00:00,0.1
2017-01-01 22:00:00,0.1
2017-01-01 23:00:00,0.1
2017-01-02 00:00:00,0.1
2017-01-02 01:00:00,0.1
2017-01-02 02:00:00,0.1
2017-01-02 03:00:00,0.11270940550370158
2017-01-02 04:00:00,0.1
2017-01-02 05:00:00,0.1
2017-01-02 06:00:00,0.1
2017-01-02 07:00:00,0.5556834553526813
2017-01-02 08:00:00,0.1
2017-01-02 09:00:00,0.1
2017-01-02 10:00:00,0.2467634736309567
2017-01-02 11:00:00,0.1
2017-01-02 12:00:00,0.1
2017-01-02 13:00:00,0.1
2017-01-02 14:00:00,0.1
2017-01-02 15:00:00,0.1
2017-01-02 16:00:00,0.22153997399862313
2017-01-02 17:00:00,0.1
2017-01-02 18:00:00,0.1
2017-01-02 19:00:00,0.1
2017-01-02 20:00:00,0.1
2017-01-02 21:00:00,0.1
2017-01-02 22:00:00,0.1
2017-01-02 23:00:00,0.3171366678656747
2017-01-03 00:00:00,0.10308548687053842
2017-01-03 01:00:00,0.1
2017-01-03 02:00:00,0.1
2017-01-03 03:00:00,0.1
2017-01-03 04:00:00,0.1
2017-01-03 05:00:00,0.18350288665226036
2017-01-03 06:00:00,0.3092998567487853
2017-01-03 07:00:00,0.27938403573485954
2017-01-03 08:00:00,0.1
2017-01-03 09:00:00,0.1
2017-01-03 10:00:00,0.1
2017-01-03 11:00:00,0.29266353813670776
2017-01-03 12:00:00,0.1
2017-01-03 13:00:00,0.1
2017-01-03 14:00:00,0.1
2017-01-03 15:00:00,0.1
2017-01-03 16:00:00,0.2437577467182594
2017-01-03 17:00:00,0.4068720085712469
2017-01-03 18:00:00,0.1
2017-01-03 19:00:00,0.30105986936760726
2017-01-03 20:00:00,0.10849080751429024
2017-01-03 21:00:00,0.1
2017-01-03 22:00:00,0.10841868165252418
2017-01-03 23:00:00,0.46141096993979075
2017-01-04 00:00:00,0.1
2017-01-04 01:00:00,0.4693930967442018
2017-01-04 02:00:00,0.1
2017-01-04 03:00:00,0.24657075131256714
2017-01-04 04:00:00,0.1
2017-01-04 05:00:00,0.1
2017-01-04 06:00:00,0.1
2017-01-04 07:00:00,0.1
2017-01-04 08:00:00,0.1
2017-01-04 09:00:00,0.10713377145352392
2017-01-04 10:00:00,0.4433682134224548
2017-01-04 11:00:00,0.1
2017-01-04 12:00:00,0.1
2017-01-04 13:00:00,0.1
2017-01-04 14:00:00,0.27462063531062225
2017-01-04 15:00:00,0.1
2017-01-04 16:00:00,0.1
2017-01-04 17:00:00,0.1539802299340068
2017-01-04 18:00:00,0.1
2017-01-04 19:00:00,0.29059349715986676
2017-01-04 20:00:00,0.1
2017-01-04 21:00:00,0.1
2017-01-04 22:00:00,0.1
2017-01-04 23:00:00,0.1
2017-01-05 00:00:00,0.1
2017-01-05 01:00:00,0.1
2017-01-05 02:00:00,0.1
2017-01-05 03:00:00,0.1
2017-01-05 04:00:00,0.1
2017-01-05 05:00:00,0.1
2017-01-05 06:00:00,0.1
2017-01-05 07:00:00,0.1
2017-01-05 08:00:00,0.1
2017-01-05 09:00:00,0.12121525704436151
2017-01-05 10:00:00,0.565855770363159
2017-01-05 11:00:00,0.1
2017-01-05 12:00:00,0.1
2017-01-05 13:00:00,0.1
2017-01-05 14:00:00,0.1
2017-01-05 15:00:00,0.1
2017-01-05 16:00:00,0.1
2017-01-05 17:00:00,0.7389726337455859
2017-01-05 18:00:00,0.1
2017-01-05 19:00:00,0.1
2017-01-05 20:00:00,0.1
2017-01-05 21:00:00,0.1
2017-01-05 22:00:00,0.34284684435450613
2017-01-05 23:00:00,0.22557990980603224
