Timestamp,S001,S002,S003,S004,S005,S006,S007,S008,S009,S010,S011,S012,S013,S014,S015,S016,S017,S018,S019,S020,S021,S022,S023,S024,S025,S026,S027,S028,S029,S030,S031,S032,S033,S034,S035,S036,S037,S038,S039,S040,S041,S042,S043,S044,S045,S046,S047,S048,S049,S050
2024-01-01 00:00:00,0.0,1.1561706621778693,4.769719523848572,0.0,0.0,0.0,4.1531875476629905,2.7844385923530424,0.0,0.0,2.954635481729371,0.0,0.0,0.0,2.706221768025421,4.396665609335733,3.6109831527555305,0.0,1.59170750490064,3.567066247027357,1.9623308318050978,2.7591324799611687,2.6215200886154744,0.0,0.0,1.4532477311310368,0.0,0.0,3.593467219705801,0.0,4.8668270650199315,0.10725648056811204,7.859816589536999,0.0,0.0,9.632561599782203,0.0,3.581736599243322,0.9898803641259726,0.0,0.0,5.614811789391471,6.654081372181642,0.0,0.0,8.13313855054898,3.778305964968393,9.62696349014406,3.8624949710751935,0.45337158362547125
2024-01-01 01:00:00,0.0,1.0618954414993138,5.161009998117928,0.42870379309775386,0.0,0.0,4.96774725706303,0.4819390780148799,0.0,0.0,3.4936002209106545,0.0,0.0,0.0,1.7659562787833185,4.008791222882302,3.1220656432896208,0.0,1.516153174069466,3.778696086748518,1.5737470619911158,3.354966853224229,3.667919151866941,0.0,0.0,0.44598697834854995,0.0,0.0,2.925967139466298,0.0,4.8933153966890925,2.201432699365695,9.29232301441988,0.0,0.0,2.5230516240471643,0.0,5.617492809582847,0.5418626342861208,0.0,0.0,3.193010937608563,7.217348496334207,0.0,0.0,9.298303986106713,3.799104069947278,11.494303924807168,4.534129330198003,1.3182922148943201
2024-01-01 02:00:00,0.9026590401229735,3.6655787570180243,4.377525492072567,3.0342422874445867,0.0,0.0,6.289878350277311,0.17507915861003456,0.0,3.673634018948203,0.3433661396412324,0.0,0.0,0.0,2.735707708725995,5.206151331688239,2.3267301333721844,0.0,0.33905788549651605,2.94003469497914,1.8914224610318213,0.9626589641478989,3.887454402121935,0.0,0.0,2.1322531700209626,0.0,0.0,0.40915121568843404,1.3704287860205226,6.105511882647852,3.3051557800700646,10.323023448786774,0.0,0.0,7.617412267669636,0.0,1.3744343119724132,0.0,0.0,0.0,3.2504695272030237,8.494075008873947,0.0,0.0,7.806827155226353,3.6168909012179435,11.032992678322689,5.737080650520426,1.5712986940235
2024-01-01 03:00:00,2.4368754872405756,8.13604625811658,6.148438913970381,4.6645838259776005,0.0,0.0,8.719174353651347,1.3497806796221146,0.0,4.022797199289415,1.52536347382534,0.0,0.0,0.0,2.658911616076757,6.263837170695941,1.9720903446718507,0.0,1.5084800509324523,3.563085991557582,0.0,1.01539357604026,5.90090847037453,0.06249041219072282,0.0,2.722235741907574,0.0,0.0,0.0,1.9439633194897328,5.494483999655219,3.2712237161124347,10.383536689681463,0.0,0.29355753627977765,6.648867001996398,0.0,6.4599684250247495,0.20910082273715802,0.5734404956834482,0.0,4.472203642940276,8.41233934811918,0.0,2.515389085389649,6.364131801068348,4.5121752237191854,13.149263009982008,6.455213257092864,0.3681163230198461
2024-01-01 04:00:00,2.736354440380797,12.297497751613703,6.1783725339689015,7.3922656101304005,0.19706521354621953,0.0,2.086001280722187,0.5530330740977886,0.4215639871766283,4.487362773511948,0.6078599851624632,0.0,0.0,0.0,3.0078572047083307,1.5123019670783613,3.622331590384145,0.0,2.643694495095669,3.247526706003849,1.4147185219590641,0.7924146692334151,5.93166001856566,1.3330680427945567,0.0,4.755004316698871,0.0,0.8680221074304573,0.0,0.588529833359508,5.907390580463634,3.578325352507523,12.119842695574867,0.0,0.07004813712322695,6.209231524835985,0.0,9.005653573637506,1.266054782444982,2.911049228092296,0.0,4.486886848515315,8.385671685966793,0.0,3.319574642182998,5.342446867737161,4.5911947533564295,11.980732485993663,5.063450400649542,1.7593201728871313
2024-01-01 05:00:00,2.395857629736623,1.9967883578707608,5.909310523337235,2.4134496711898623,1.5611736629333515,0.0,0.5352295528201346,0.17384693957294517,3.104953322063069,5.226349604835657,0.1665075349012673,0.0,0.0,0.0,0.5992200886176218,7.016587425824484,2.7994647593968462,0.0,2.811299631374058,4.633964572421624,2.5719390915660894,1.6131745722636712,5.336180463843447,3.035819592568497,0.0,3.2132044371814,0.0,0.2843771709196642,0.0,1.837419507739299,6.575488155316121,4.517594569027372,11.793490239445209,0.0,0.02236568882191713,4.222786197636632,0.0,10.779558815986835,1.3679864476948718,5.298626876789667,1.20791476654818,0.9211856448094926,10.27556252607426,0.0,4.627510746437993,4.884495208380796,5.103714710334401,12.77715991862874,6.852110226129103,1.826789060726594
2024-01-01 06:00:00,2.3234179511446005,3.41100870393752,7.2856318320313935,9.37079548787114,0.18901681673413953,0.0,0.13166385886089013,0.03908111986176217,3.7360447015414104,7.281903603045275,2.8411912713175247,0.0,0.05537738432579964,0.0,2.1444903538297906,2.183540873732352,4.491293428452749,0.0,3.304634093113133,5.127724140478616,2.9650084508080115,2.0677302866036715,6.199650828773521,5.235940789346062,0.0,4.302930288095431,0.0,0.0,0.536829315203259,2.877097663726085,1.3536101624961097,3.643810432377335,13.758992999102315,0.0,0.531929527575551,3.6381190591854935,0.0,3.25804591040862,1.7280358489980976,5.610832924656348,0.7295963515281837,3.9880819505889247,1.906434268446136,1.1458595567520677,4.275015663022285,4.6849891502023615,6.854224548631511,14.781201073021563,7.458016324642157,1.7871627712225804
2024-01-01 07:00:00,2.1019656387376005,1.4897421772490909,8.151012685825812,13.004396413146946,1.103787970751494,0.0,6.176762198088369,2.2083179236018866,5.073917782526679,7.830916090671928,3.5253891862495275,0.0,0.24817655200727828,0.0,3.772561287238274,9.725753822433761,4.311366863512731,0.0,3.4073619140140856,4.5418573558084425,4.281975368540322,2.232893854982463,5.459562810467229,8.465895457279107,0.0,0.9894949205959066,0.0,0.4109859228884256,0.5375759245655042,3.851418645293691,0.35762806158295735,3.714847912467733,15.536222203305137,0.487894815297029,1.2213286382100248,3.9723517965256327,0.6068553659972739,10.851393542183414,0.7939594442497804,5.776913151656906,1.0544869515045132,4.987335030243466,6.40018558462245,0.906894039974246,3.9555508109766278,1.0776063219760574,6.917884806614135,13.223670004084108,6.661107334224975,3.62216415462905
2024-01-01 08:00:00,0.8966762900776386,1.9671909658054991,2.166907099299624,3.6511117318396407,0.42200794107130163,0.0,1.320773271869091,3.2877947975966895,4.15411931110762,2.274477182488289,3.687068162472207,0.0,0.0,0.0,4.783592590037541,13.384666463815341,4.424291168397542,0.0,3.6733873118675935,5.876806199691868,3.793175703185031,0.7793092175002148,6.2826010848323595,11.703401801270209,0.0,4.4448392610396885,0.0,0.0,0.004633904215893936,0.9432897170999595,5.207472681172192,1.1438821842401954,16.61193529990554,0.0,0.5017127062098433,3.6296113265549828,1.168756483353037,11.834234864576622,1.2591773545022045,1.465746773339434,0.9117661345609627,5.309631986554639,7.586498835364759,0.4076380846134291,3.202715829559268,3.738392403097597,7.074358208955687,11.622910507704265,8.072747763437171,3.738900068497609
2024-01-01 09:00:00,0.32163045948361524,0.9357387440238805,8.404118371099328,1.169532119932592,2.5943109762788112,0.0,0.2383791784028201,1.629712555926663,3.5407663149348756,9.281620346429138,3.3460477263154216,0.0,0.14252905262092053,0.0,4.866522643927111,14.317562152762509,3.7414574678271095,0.0,4.571847261521742,6.480004303295722,3.905885415507508,1.8062843864491769,8.398020256783,13.040777982304578,0.0,4.138915893758796,0.0,0.0,0.0,3.9057149076796707,7.097180535764364,4.9806436965598575,4.338538256086565,0.0,1.29856782215129,3.542090989347249,0.31802086731057805,12.821638338561682,2.316001865349195,5.152974850231757,1.4959195930282354,5.0905421458305575,7.242511584035332,0.21481072129048506,3.62247976465365,2.302798991594305,7.367011911895748,2.970005058749465,8.166290714516713,3.682785342070068
